attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
76,7.5,24,77,6.6,49.11,Medium,Student shows overall stability
58,5.03,85,44,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,9.58,2,82,7.1,21.51,Low,Student shows overall stability
68,7.0,26,65,4.1,65.0,High,Student shows overall stability
96,8.95,7,81,9.7,14.64,Low,Student shows overall stability
99,8.21,8,85,7.2,20.2,Low,Student shows overall stability
38,2.46,65,36,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
25,4.87,68,30,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,7.83,0,86,7.3,16.84,Low,Student shows overall stability
74,6.17,22,77,5.8,57.76,High,Student shows overall stability
80,9.0,3,82,7.4,26.05,Medium,Student shows overall stability
47,2.11,116,32,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,8.13,3,91,7.4,15.55,Low,Student shows overall stability
2,0.33,91,17,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,8.16,1,86,7.6,22.12,Low,Student shows overall stability
100,9.76,2,83,7.8,9.38,Low,Student shows overall stability
24,3.93,102,26,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,7.47,10,57,4.5,56.86,High,Student shows overall stability
97,7.65,6,96,8.6,18.36,Low,Student shows overall stability
3,4.15,110,8,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
46,5.0,48,3,2.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
92,9.67,7,86,8.3,15.1,Low,Student shows overall stability
77,5.6,24,77,4.1,62.98,High,Student shows overall stability
94,9.91,1,95,7.1,10.9,Low,Student shows overall stability
4,0.23,65,21,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,9.94,8,84,9.6,13.74,Low,Student shows overall stability
59,3.63,69,43,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
35,5.46,110,2,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
10,2.62,107,16,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,7.49,13,55,4.3,54.49,High,Student shows overall stability
28,3.94,74,5,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
43,0.89,47,1,0.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
79,6.64,47,76,5.3,64.47,High,Student shows overall stability
20,4.43,86,25,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,8.0,1,89,10.0,19.13,Low,Student shows overall stability
29,0.55,46,4,3.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
87,7.53,0,85,8.3,22.82,Low,Student shows overall stability
67,6.75,24,52,6.9,62.92,High,Student shows overall stability
7,1.58,71,44,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
72,6.31,23,77,6.4,57.59,High,Student shows overall stability
80,7.54,0,83,9.4,24.54,Low,Student shows overall stability
20,3.46,59,15,1.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
67,5.57,32,61,4.5,76.03,High,Student shows overall stability
16,0.76,91,40,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,7.8,8,80,7.7,30.79,Medium,Student shows overall stability
89,8.49,4,94,8.3,19.62,Low,Student shows overall stability
88,8.34,2,83,9.7,19.14,Low,Student shows overall stability
25,3.81,49,36,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
66,7.41,28,61,6.2,61.57,High,Student shows overall stability
93,9.82,4,90,7.6,13.15,Low,Student shows overall stability
57,0.72,98,26,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,6.97,47,72,5.0,76.11,High,Low attendance
92,9.68,0,93,7.1,12.56,Low,Student shows overall stability
77,6.88,26,73,6.1,54.42,High,Student shows overall stability
75,7.04,35,59,6.1,61.64,High,Student shows overall stability
25,0.5,71,26,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
51,2.04,79,12,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,9.21,2,100,9.5,7.11,Low,Student shows overall stability
4,0.48,68,31,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,9.62,6,80,7.6,22.11,Low,Student shows overall stability
71,7.26,33,66,5.3,62.35,High,Student shows overall stability
97,8.3,8,83,9.5,17.15,Low,Student shows overall stability
61,6.4,14,69,5.4,62.65,High,Low attendance
87,7.76,7,100,8.3,24.73,Low,Student shows overall stability
2,0.96,46,3,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
14,5.28,52,47,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
38,3.02,61,24,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
2,1.33,54,25,2.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
46,4.97,108,30,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
21,4.52,65,17,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,7.68,9,81,7.2,31.45,Medium,Student shows overall stability
77,6.85,38,61,5.3,63.84,High,Student shows overall stability
81,8.91,5,82,7.8,26.27,Medium,Student shows overall stability
23,4.16,54,36,3.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
71,7.07,39,72,4.6,66.24,High,Student shows overall stability
66,7.19,23,52,5.8,62.91,High,Student shows overall stability
16,5.41,113,46,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
69,6.95,20,77,5.3,56.86,High,Student shows overall stability
85,8.94,5,84,7.6,23.77,Low,Student shows overall stability
98,9.83,1,90,8.0,8.31,Low,Student shows overall stability
37,3.5,45,17,0.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
66,7.42,44,72,6.6,65.71,High,Student shows overall stability
97,8.6,7,89,8.8,15.72,Low,Student shows overall stability
77,5.9,44,78,4.2,70.31,High,Student shows overall stability
100,9.03,8,85,7.7,14.08,Low,Student shows overall stability
82,9.04,2,84,7.5,23.36,Low,Student shows overall stability
35,0.27,60,17,1.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
7,2.37,118,33,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,9.92,3,94,9.8,2.92,Low,Student shows overall stability
21,5.48,84,9,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
13,4.61,114,5,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,8.32,2,99,7.8,20.92,Low,Student shows overall stability
52,1.14,101,33,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,7.78,5,90,7.7,30.2,Medium,Student shows overall stability
92,7.76,2,88,8.8,20.18,Low,Student shows overall stability
17,4.26,60,0,1.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
96,9.45,8,85,8.3,14.62,Low,Student shows overall stability
66,5.65,36,57,4.9,78.16,High,Student shows overall stability
86,9.46,5,97,8.8,15.73,Low,Student shows overall stability
66,6.59,45,62,5.1,75.76,High,Student shows overall stability
99,8.88,5,97,8.1,11.87,Low,Student shows overall stability
55,5.43,98,12,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,5.71,13,70,6.7,63.26,High,Low attendance
64,5.65,28,50,6.1,74.48,High,Low attendance
79,5.62,14,56,4.6,59.68,High,Student shows overall stability
96,9.91,3,87,9.4,7.54,Low,Student shows overall stability
92,9.2,7,87,9.4,15.29,Low,Student shows overall stability
100,7.67,6,92,9.8,13.31,Low,Student shows overall stability
50,1.28,70,6,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
50,4.74,49,45,2.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
0,3.02,77,14,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
82,8.45,7,96,7.8,26.24,Medium,Student shows overall stability
40,3.38,93,24,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
13,3.41,100,16,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,7.63,8,88,7.3,30.88,Medium,Student shows overall stability
85,7.71,6,80,7.0,32.14,Medium,Student shows overall stability
2,4.28,60,44,0.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
21,1.73,43,22,1.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
16,2.26,113,34,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
11,0.38,49,17,3.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,7.36,15,73,6.7,50.92,High,Student shows overall stability
8,3.69,90,1,4.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,8.03,9,85,7.9,28.89,Medium,Student shows overall stability
82,9.72,9,100,9.7,15.71,Low,Student shows overall stability
94,8.73,1,98,7.3,15.19,Low,Student shows overall stability
75,6.12,47,61,4.8,74.0,High,Student shows overall stability
68,6.35,14,70,4.1,61.23,High,Student shows overall stability
6,1.93,69,36,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,7.52,1,87,9.9,20.1,Low,Student shows overall stability
87,9.1,7,83,7.8,22.61,Low,Student shows overall stability
77,6.81,38,72,4.3,63.87,High,Student shows overall stability
91,7.95,2,80,7.6,24.02,Low,Student shows overall stability
66,5.9,22,74,5.0,66.19,High,Student shows overall stability
0,3.64,98,49,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,7.66,8,97,9.0,26.77,Medium,Student shows overall stability
53,3.01,110,30,0.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
31,4.35,47,25,3.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
79,5.6,17,77,4.5,57.37,High,Student shows overall stability
40,2.31,102,39,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
34,2.04,87,15,3.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
51,3.93,60,15,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
56,2.75,45,1,1.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
80,9.56,3,99,9.0,16.41,Low,Student shows overall stability
78,7.38,34,59,6.6,56.43,High,Student shows overall stability
11,3.3,108,13,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
34,3.51,98,49,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,7.61,4,98,9.9,13.83,Low,Student shows overall stability
11,3.11,115,35,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
76,5.7,43,65,6.1,70.23,High,Student shows overall stability
56,3.86,44,24,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
85,9.58,4,80,8.6,18.92,Low,Student shows overall stability
23,5.42,60,19,1.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
83,9.89,7,87,7.5,19.97,Low,Student shows overall stability
81,7.82,3,92,7.7,28.28,Medium,Student shows overall stability
80,9.57,4,97,8.4,18.63,Low,Student shows overall stability
37,0.08,100,49,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
80,8.67,1,93,7.9,22.86,Low,Student shows overall stability
84,9.49,5,82,7.9,21.35,Low,Student shows overall stability
80,7.84,3,91,8.8,26.72,Medium,Student shows overall stability
58,1.11,57,40,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,6.36,17,64,6.4,59.34,High,Student shows overall stability
77,5.94,45,69,6.2,68.25,High,Student shows overall stability
81,7.66,8,84,8.0,33.16,Medium,Student shows overall stability
61,5.69,29,67,4.9,75.68,High,Low attendance
73,7.03,48,61,4.6,71.39,High,Student shows overall stability
75,7.46,47,62,4.2,67.66,High,Student shows overall stability
78,7.48,48,60,5.3,64.27,High,Student shows overall stability
77,7.24,13,50,4.2,54.65,High,Student shows overall stability
18,4.93,57,43,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
94,8.09,8,83,9.9,19.52,Low,Student shows overall stability
75,6.31,45,70,4.6,70.8,High,Student shows overall stability
72,6.01,29,62,4.2,69.33,High,Student shows overall stability
65,6.01,46,62,5.8,78.66,High,Student shows overall stability
23,0.11,111,8,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
99,9.03,5,89,9.0,10.92,Low,Student shows overall stability
70,6.09,28,51,5.1,70.13,High,Student shows overall stability
60,7.3,37,63,6.3,69.34,High,Low attendance
4,4.95,77,13,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
67,5.72,28,78,5.0,68.75,High,Student shows overall stability
98,7.74,2,84,7.3,20.4,Low,Student shows overall stability
79,7.31,41,54,4.6,64.11,High,Student shows overall stability
23,3.67,68,7,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
77,5.65,16,65,5.4,58.37,High,Student shows overall stability
55,3.07,42,37,1.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
88,8.63,0,96,9.7,12.92,Low,Student shows overall stability
51,0.84,42,23,0.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
59,5.0,68,39,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,9.69,5,88,9.8,14.12,Low,Student shows overall stability
89,7.74,8,80,8.8,27.07,Medium,Student shows overall stability
98,8.73,3,83,7.3,16.87,Low,Student shows overall stability
89,9.3,7,86,9.1,17.18,Low,Student shows overall stability
69,6.86,17,78,4.2,57.92,High,Student shows overall stability
100,7.91,1,92,9.1,12.12,Low,Student shows overall stability
31,0.38,92,32,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
11,4.05,49,46,3.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
93,9.69,5,99,7.3,13.04,Low,Student shows overall stability
28,1.77,70,33,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
64,7.23,11,61,6.2,55.1,High,Low attendance
87,9.36,9,93,9.2,17.41,Low,Student shows overall stability
6,4.88,45,46,1.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
58,0.95,54,43,2.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
37,3.08,48,33,0.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
92,9.59,9,98,9.2,12.26,Low,Student shows overall stability
89,9.39,9,97,9.4,14.96,Low,Student shows overall stability
2,4.38,98,27,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
93,9.1,9,96,9.3,14.32,Low,Student shows overall stability
91,9.28,9,91,8.7,16.94,Low,Student shows overall stability
83,7.55,8,82,9.2,30.41,Medium,Student shows overall stability
96,8.92,1,90,8.2,13.04,Low,Student shows overall stability
61,7.43,11,77,5.7,53.51,High,Low attendance
20,5.08,66,23,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,5.87,26,63,4.7,74.92,High,Low attendance
93,8.3,3,80,7.3,22.36,Low,Student shows overall stability
32,0.95,108,4,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
13,4.81,47,33,1.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
98,8.25,4,100,8.3,13.95,Low,Student shows overall stability
98,9.07,0,86,7.9,11.73,Low,Student shows overall stability
66,6.67,12,78,6.5,53.26,High,Student shows overall stability
77,5.9,14,79,6.3,51.6,High,Student shows overall stability
74,6.76,32,53,4.1,67.77,High,Student shows overall stability
76,5.57,23,76,5.4,60.9,High,Student shows overall stability
65,7.45,15,70,5.8,54.51,High,Student shows overall stability
72,7.4,10,62,5.4,50.25,High,Student shows overall stability
2,1.34,56,44,3.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
53,4.54,68,37,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
67,6.72,32,53,4.2,72.21,High,Student shows overall stability
83,7.95,3,96,7.6,25.99,Medium,Student shows overall stability
75,5.79,29,61,6.8,63.54,High,Student shows overall stability
97,9.48,3,91,7.5,12.1,Low,Student shows overall stability
71,6.61,37,52,6.1,68.93,High,Student shows overall stability
59,2.88,88,14,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
50,2.47,40,6,3.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
95,8.73,6,96,8.6,15.01,Low,Student shows overall stability
65,7.1,39,76,6.0,66.44,High,Student shows overall stability
55,5.35,65,26,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
20,4.01,60,2,3.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,6.61,42,75,6.9,66.88,High,Student shows overall stability
60,7.31,26,64,4.9,66.76,High,Low attendance
87,9.51,8,94,8.5,17.41,Low,Student shows overall stability
89,7.7,1,98,7.3,22.35,Low,Student shows overall stability
77,5.83,47,65,5.1,72.65,High,Student shows overall stability
97,9.68,2,94,8.0,9.19,Low,Student shows overall stability
74,6.04,24,59,6.5,61.43,High,Student shows overall stability
4,4.95,103,7,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
71,6.08,19,58,6.5,60.79,High,Student shows overall stability
78,6.56,15,64,6.0,51.81,High,Student shows overall stability
64,6.35,11,79,5.3,57.54,High,Low attendance
78,5.52,36,69,6.4,65.27,High,Student shows overall stability
77,5.65,37,71,5.1,68.01,High,Student shows overall stability
71,5.84,47,77,6.1,72.41,High,Student shows overall stability
24,4.16,54,43,1.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
72,7.27,22,53,4.1,61.61,High,Student shows overall stability
91,8.23,6,94,9.9,17.52,Low,Student shows overall stability
51,2.94,118,47,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,8.0,1,82,9.9,21.78,Low,Student shows overall stability
48,2.77,61,28,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
92,9.3,5,80,8.9,16.25,Low,Student shows overall stability
96,9.32,1,98,8.5,9.01,Low,Student shows overall stability
87,9.63,5,99,9.7,11.96,Low,Student shows overall stability
99,7.56,9,93,8.6,18.98,Low,Student shows overall stability
82,9.8,0,81,7.5,18.66,Low,Student shows overall stability
83,8.42,8,86,8.8,26.18,Medium,Student shows overall stability
19,2.03,101,21,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
41,5.47,112,14,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
29,1.0,60,40,2.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
47,1.52,59,36,2.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
42,3.08,59,17,1.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
77,5.9,43,72,4.8,69.87,High,Student shows overall stability
80,8.69,6,96,8.0,25.26,Medium,Student shows overall stability
82,8.84,3,97,8.9,19.6,Low,Student shows overall stability
22,2.99,48,29,3.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
60,5.85,27,55,6.9,72.74,High,Low attendance
67,7.5,31,75,5.1,61.25,High,Student shows overall stability
59,0.18,75,20,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
12,1.07,60,17,3.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
87,9.19,0,96,7.5,15.47,Low,Student shows overall stability
63,6.04,43,51,6.0,80.34,High,Low attendance
51,1.96,58,25,1.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
47,4.53,53,2,0.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
5,2.21,117,13,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
34,4.99,95,1,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
82,8.38,1,81,9.5,22.27,Low,Student shows overall stability
48,3.92,81,0,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
6,5.21,104,13,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
80,8.95,3,88,7.6,24.59,Low,Student shows overall stability
62,7.36,16,59,6.1,58.9,High,Low attendance
46,0.58,91,17,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
71,5.9,35,57,5.8,71.16,High,Student shows overall stability
60,7.49,15,72,4.0,60.4,High,Low attendance
44,2.54,52,0,1.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
26,0.62,87,48,3.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
43,0.01,77,9,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,5.75,24,53,6.1,70.69,High,Student shows overall stability
87,8.86,9,96,8.0,21.91,Low,Student shows overall stability
81,8.9,1,90,9.5,18.62,Low,Student shows overall stability
56,1.21,95,4,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
64,6.44,47,79,4.1,77.39,High,Low attendance
92,8.76,5,96,9.8,13.8,Low,Student shows overall stability
46,2.37,114,8,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,5.66,25,69,6.9,66.86,High,Student shows overall stability
82,7.96,6,96,7.3,28.95,Medium,Student shows overall stability
86,8.76,6,98,8.9,19.26,Low,Student shows overall stability
54,4.97,66,24,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
69,5.56,43,76,4.9,75.96,High,Student shows overall stability
61,7.02,25,77,4.7,65.03,High,Low attendance
97,9.74,7,98,7.8,10.41,Low,Student shows overall stability
69,5.72,32,69,4.1,73.0,High,Student shows overall stability
61,6.95,36,59,5.3,73.12,High,Low attendance
76,6.89,21,66,4.7,56.76,High,Student shows overall stability
93,8.35,1,87,8.0,18.12,Low,Student shows overall stability
75,5.74,36,56,6.2,69.27,High,Student shows overall stability
70,6.09,47,71,4.8,75.62,High,Student shows overall stability
85,9.87,3,88,9.2,13.79,Low,Student shows overall stability
87,7.96,3,85,9.9,21.31,Low,Student shows overall stability
89,9.9,1,88,7.4,14.26,Low,Student shows overall stability
62,6.13,19,67,6.1,65.22,High,Low attendance
65,7.04,22,74,5.9,59.32,High,Student shows overall stability
93,9.51,7,95,7.1,16.17,Low,Student shows overall stability
60,5.97,49,52,5.6,85.88,High,Low attendance
88,8.05,0,95,7.9,18.92,Low,Student shows overall stability
65,6.57,13,53,4.5,63.78,High,Student shows overall stability
63,5.78,30,65,4.3,75.94,High,Low attendance
98,7.99,6,92,9.2,15.72,Low,Student shows overall stability
41,1.86,97,35,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
68,6.8,49,71,5.4,72.77,High,Student shows overall stability
18,2.8,56,0,1.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
55,4.29,80,41,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,7.61,8,88,9.0,26.22,Medium,Student shows overall stability
62,6.61,43,66,5.3,76.22,High,Low attendance
61,6.02,26,64,6.2,70.48,High,Low attendance
86,9.48,1,84,8.2,17.11,Low,Student shows overall stability
19,1.75,116,23,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
39,3.46,97,35,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
76,6.42,24,58,6.7,58.18,High,Student shows overall stability
28,5.17,88,33,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
37,2.72,56,12,2.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
100,9.33,6,86,7.7,12.08,Low,Student shows overall stability
44,3.98,48,9,3.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,5.51,24,64,5.8,68.33,High,Student shows overall stability
0,1.47,86,16,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
80,9.88,9,93,9.4,17.59,Low,Student shows overall stability
