attendance,cgpa,fee_delay,assignments,engagement,risk_score
29,8.31,28,85,8.7,65.66
49,8.49,42,69,5.7,55.41
98,8.5,13,70,9.0,14.08
14,6.2,53,81,8.2,100.0
80,8.72,10,76,7.9,17.22
1,8.77,114,88,7.7,100.0
66,7.11,38,82,6.8,41.44
72,6.51,40,61,6.1,44.5
39,5.76,119,74,8.8,100.0
9,4.92,7,72,4.6,100.0
53,6.26,107,77,6.7,87.83
83,7.75,9,84,7.4,19.59
24,7.05,82,63,6.7,100.0
86,9.6,3,83,8.3,7.93
64,7.22,29,67,5.0,48.22
40,5.77,57,81,4.2,92.11
41,4.52,107,82,4.5,100.0
86,9.31,2,76,6.1,11.48
97,8.93,5,83,7.5,9.75
66,6.21,14,62,5.5,41.89
13,4.72,35,86,7.4,100.0
72,6.14,24,76,6.4,39.39
90,8.79,0,84,6.8,10.54
94,9.59,10,71,8.1,10.11
88,8.38,5,72,6.3,16.2
89,8.02,8,72,6.7,18.05
97,9.25,6,77,8.5,8.8
23,4.75,38,73,4.4,100.0
80,8.36,1,77,8.7,15.31
90,9.25,13,81,8.1,11.99
96,7.81,7,77,7.3,15.66
89,7.75,6,79,7.2,17.26
58,5.76,82,73,6.5,84.35
83,8.57,12,86,9.0,15.3
14,6.4,30,80,8.5,100.0
93,9.45,9,75,7.7,10.33
98,7.69,13,86,8.7,15.41
96,8.49,1,83,6.5,11.09
2,7.17,88,88,4.8,100.0
8,8.24,20,88,8.1,86.17
43,8.15,102,89,7.3,78.85
15,5.93,23,85,8.4,100.0
28,6.82,19,82,8.5,76.41
43,6.84,70,81,6.8,84.47
61,6.26,13,77,4.2,48.29
33,8.78,16,87,7.4,52.84
72,6.31,11,61,5.6,36.66
91,7.8,12,72,6.2,19.97
52,6.55,116,86,7.7,84.57
5,5.15,102,79,6.0,100.0
77,6.4,13,72,5.9,32.58
72,6.09,36,78,5.8,43.52
51,8.57,80,80,4.0,66.13
47,8.93,48,63,4.2,56.12
60,6.67,18,60,6.6,50.5
46,9.05,8,63,7.5,38.69
44,8.84,71,66,6.2,67.52
77,5.6,24,76,5.5,39.37
89,8.1,2,77,8.6,13.67
51,7.23,25,81,7.4,54.18
8,9.38,91,71,7.3,100.0
80,9.35,13,81,7.3,15.09
83,9.98,6,72,7.3,10.07
90,8.69,9,73,8.3,13.8
39,6.37,87,88,9.0,97.32
18,5.3,119,63,7.5,100.0
86,9.39,11,85,7.7,11.59
92,8.92,4,89,7.7,9.41
51,7.78,35,75,7.9,54.49
84,7.83,7,76,6.7,19.74
97,8.65,1,83,8.5,8.72
86,8.97,0,83,6.3,11.35
7,7.58,16,65,6.1,96.5
67,6.75,24,62,6.9,40.68
87,8.22,14,82,8.3,17.18
72,6.31,23,70,6.4,38.97
80,7.54,13,82,7.8,23.06
83,9.46,12,71,8.1,13.79
95,8.5,4,77,6.1,13.24
58,8.52,14,76,4.7,36.12
40,5.58,76,63,4.0,100.0
80,8.11,3,70,7.7,18.77
20,6.25,98,84,6.5,100.0
59,6.8,67,63,6.8,70.54
90,7.66,9,74,8.0,18.18
66,7.41,28,71,6.2,38.47
55,4.56,75,88,7.0,91.46
47,7.58,17,71,4.6,53.63
11,5.71,60,65,5.2,100.0
3,5.01,12,69,6.3,100.0
46,6.83,87,77,7.4,88.28
66,6.38,36,75,6.3,46.01
72,5.69,35,81,4.8,44.89
52,8.26,19,66,4.9,45.85
13,7.25,116,81,9.0,100.0
15,5.09,52,61,8.2,100.0
9,9.27,95,61,4.2,100.0
26,6.05,67,86,6.7,100.0
71,5.7,19,76,4.3,41.1
24,7.61,10,76,8.3,69.9
64,6.89,30,68,6.0,50.74
30,7.16,7,81,6.0,66.77
65,6.95,18,66,4.1,39.31
10,5.28,63,61,4.2,100.0
87,9.92,6,87,8.8,6.35
53,8.96,66,64,7.6,56.4
39,9.14,110,69,8.3,73.51
78,5.73,10,81,6.5,32.86
47,5.55,106,68,4.4,100.0
81,7.68,7,87,8.0,19.28
91,8.6,2,83,8.2,10.63
70,6.89,40,60,5.0,44.0
94,8.04,5,85,6.9,13.94
81,7.99,4,76,8.5,17.81
62,6.72,45,76,6.9,58.05
100,7.77,7,87,7.6,13.71
99,9.37,6,83,8.4,7.46
65,6.65,31,64,4.6,45.23
50,9.15,17,70,5.7,39.03
85,9.09,5,87,6.2,12.26
66,7.42,44,82,6.6,41.78
49,6.71,76,67,4.2,84.34
76,5.6,33,61,6.4,44.24
32,7.33,73,80,6.7,92.9
5,8.36,105,82,7.7,100.0
84,7.94,9,86,8.2,17.44
77,6.02,10,73,6.4,33.03
59,5.95,61,60,6.2,75.34
99,9.43,3,76,8.1,7.4
97,7.69,7,77,8.4,15.01
99,8.37,5,70,8.9,11.98
34,5.63,106,64,6.9,100.0
33,7.66,56,69,5.2,83.62
85,8.37,13,79,8.4,17.13
68,6.7,19,71,6.0,38.38
0,6.77,88,85,8.8,100.0
88,8.13,0,77,7.5,14.15
38,8.52,7,68,5.6,49.64
74,6.28,19,81,5.2,35.65
93,8.08,12,73,7.8,16.88
84,8.62,5,75,6.3,16.04
55,9.44,89,86,7.4,55.71
54,6.92,7,63,8.2,46.34
64,5.65,28,60,6.1,58.89
79,5.62,14,66,4.6,36.24
21,7.44,75,63,6.2,100.0
84,8.23,9,80,6.9,17.9
84,9.41,7,86,6.0,12.04
81,9.73,2,89,8.2,7.87
57,9.46,114,83,7.2,55.02
77,5.51,35,60,5.6,45.17
14,4.87,81,60,6.4,100.0
95,8.34,0,77,7.7,11.36
11,5.65,114,63,5.6,100.0
10,9.34,77,73,8.5,95.0
7,4.7,6,63,4.5,100.0
68,5.68,15,60,4.3,43.91
39,8.38,66,60,5.1,75.68
29,8.49,47,81,5.6,74.42
71,7.48,26,80,4.7,33.6
79,7.05,21,60,4.1,32.34
1,7.74,21,81,4.8,100.0
99,7.6,5,83,8.2,13.8
70,7.39,11,74,6.2,30.55
66,5.93,19,65,4.9,44.63
34,8.94,73,85,7.1,73.28
89,8.14,9,84,7.5,15.74
78,7.41,14,83,4.9,26.2
46,7.63,43,61,8.4,64.77
31,5.36,52,85,7.1,100.0
73,6.13,46,75,4.6,46.16
69,5.52,24,77,5.3,44.85
81,7.52,6,77,8.4,20.62
97,9.14,12,70,9.0,11.53
91,7.95,2,70,6.6,16.2
66,5.9,22,84,5.0,43.43
80,9.15,10,87,8.4,13.41
27,4.53,11,68,8.6,93.94
98,8.13,9,71,7.6,15.17
18,6.92,9,68,6.4,84.79
90,8.34,11,89,6.2,15.69
74,5.8,42,68,5.3,46.81
100,9.62,2,73,6.9,7.73
99,9.29,0,85,6.0,7.59
94,8.72,7,86,6.0,12.43
83,9.9,7,70,8.0,10.44
89,9.68,6,81,7.8,8.46
13,5.65,60,76,6.6,100.0
77,6.58,24,78,4.1,34.4
42,5.1,51,71,6.8,93.31
11,5.21,50,75,4.6,100.0
76,6.88,38,72,6.8,37.91
65,7.16,46,60,5.6,47.55
86,7.62,3,79,6.0,18.83
46,6.92,103,67,4.9,91.05
1,5.15,3,82,4.8,100.0
68,5.51,10,74,7.0,40.78
77,6.42,45,74,5.4,42.19
77,6.1,29,63,4.7,40.08
77,7.24,38,74,6.8,35.41
82,8.24,5,70,6.4,19.0
79,6.41,39,77,6.0,38.93
60,5.93,24,81,4.8,56.22
49,6.44,17,75,4.1,59.82
62,5.92,11,62,6.5,49.98
61,7.11,29,61,4.3,52.01
79,7.48,29,84,5.6,29.91
91,9.29,13,76,6.9,13.11
61,6.25,39,74,5.4,60.65
50,6.52,114,89,5.4,87.87
38,9.44,22,80,4.4,46.68
83,9.73,12,84,7.4,11.61
83,7.54,1,81,6.0,19.51
46,5.68,104,63,8.8,100.0
26,6.07,76,63,6.9,100.0
72,6.01,29,72,4.2,42.45
65,6.01,46,72,5.8,52.43
79,6.97,18,80,4.9,29.41
74,6.1,20,64,5.9,38.9
98,9.45,12,70,8.7,10.48
51,9.0,53,64,8.5,52.1
13,9.34,112,67,4.5,99.12
30,5.31,74,72,4.5,100.0
78,7.1,18,79,6.7,28.8
4,5.54,119,62,8.7,100.0
87,8.72,14,87,6.2,16.05
47,6.87,79,82,8.0,82.72
78,6.45,47,63,5.2,43.44
87,8.83,0,70,8.8,11.23
90,7.94,13,77,8.2,17.79
96,9.12,5,70,6.4,11.57
8,8.11,117,85,6.8,100.0
83,8.27,5,78,7.4,16.68
64,6.98,17,69,4.1,44.31
35,4.98,36,89,4.9,93.91
86,9.29,8,79,8.9,10.83
31,9.46,112,72,6.1,78.24
17,5.72,63,67,6.9,100.0
54,5.93,32,79,5.5,65.58
50,9.12,94,69,5.2,66.38
62,6.71,17,70,5.3,47.45
42,8.29,105,83,4.5,80.07
37,6.4,3,89,7.3,60.61
93,9.71,4,83,8.2,6.43
86,9.72,5,84,7.1,8.86
93,8.04,11,88,6.7,15.87
88,9.31,8,84,6.5,11.61
98,9.33,10,79,8.3,9.55
97,9.48,10,87,7.4,8.8
27,6.14,69,74,4.8,100.0
69,7.33,38,76,5.6,39.75
11,7.3,40,64,8.5,100.0
82,9.34,9,87,6.7,12.99
23,5.59,98,82,7.1,100.0
18,9.15,114,61,7.7,95.59
84,9.37,7,76,7.7,12.03
76,7.29,39,67,4.3,37.47
3,6.36,94,84,4.7,100.0
54,8.13,99,76,7.4,70.71
67,6.53,10,63,5.9,38.14
79,6.59,21,79,6.8,31.6
33,8.61,16,86,7.1,54.75
90,7.98,1,79,8.8,13.17
100,7.86,5,84,7.9,12.86
20,7.21,14,76,4.2,82.04
98,9.23,1,75,8.9,7.09
53,9.28,96,72,8.8,59.87
90,8.45,3,72,6.7,14.32
76,6.89,46,83,4.5,39.67
65,5.72,36,65,6.3,51.58
63,5.61,46,62,4.3,67.7
94,8.44,5,79,6.4,13.45
76,6.08,24,71,5.0,38.23
51,6.38,62,85,5.8,77.23
53,7.63,43,79,7.3,57.39
97,9.9,12,79,6.7,9.37
83,7.87,7,86,8.9,17.0
30,4.92,47,89,5.1,100.0
76,6.56,15,65,6.4,33.52
76,5.93,31,83,6.9,38.96
87,9.63,7,80,7.6,9.71
93,7.65,8,70,6.5,18.74
90,8.59,0,89,8.0,9.78
77,6.09,17,61,6.6,36.15
88,7.78,9,79,6.2,19.15
98,7.75,0,79,7.2,13.13
95,8.44,1,89,7.5,9.98
94,8.33,4,74,6.6,14.04
89,9.62,11,76,7.8,10.87
67,7.28,34,75,6.9,39.39
89,9.41,9,72,8.5,11.02
42,4.78,14,88,8.4,74.07
13,9.09,61,82,7.1,89.18
79,5.75,33,76,5.4,40.32
97,7.68,11,74,6.2,18.43
37,5.91,46,71,4.1,90.53
94,7.78,2,71,6.6,15.91
92,8.61,5,81,6.9,12.61
74,7.45,32,79,5.6,34.12
67,5.6,46,77,5.9,52.65
22,6.63,2,73,7.1,76.16
0,5.07,92,73,4.6,100.0
65,5.82,30,84,4.2,47.06
30,5.42,19,82,4.5,88.13
94,9.77,3,71,6.0,8.9
71,7.06,23,81,4.2,34.73
51,9.17,18,83,4.2,36.96
88,9.94,1,72,8.8,6.28
57,5.68,21,75,8.1,58.12
75,5.86,24,80,6.5,38.39
71,7.42,28,66,5.6,36.22
64,6.66,19,77,6.9,45.58
77,5.98,27,61,4.3,40.27
60,6.45,48,76,5.0,63.66
34,7.19,51,77,7.2,83.02
90,9.1,13,77,6.6,14.23
80,7.94,1,75,8.9,17.32
67,7.5,31,78,5.8,37.65
38,5.73,20,68,6.1,78.66
12,5.47,104,85,5.2,100.0
85,8.9,11,77,8.0,14.71
76,5.86,45,74,6.5,45.12
67,7.39,21,78,6.6,34.67
93,8.07,10,83,7.0,15.75
85,8.5,11,83,7.1,16.51
59,8.55,60,83,7.8,50.95
47,6.15,66,72,5.0,86.32
53,8.33,48,88,7.2,52.68
34,8.51,44,72,4.2,69.1
57,4.96,23,60,6.9,66.78
68,5.89,19,67,6.1,43.14
86,7.61,1,84,7.7,16.38
38,5.35,78,77,6.0,100.0
100,9.17,9,77,7.8,10.27
60,7.49,15,82,4.0,41.44
92,8.65,12,70,7.0,15.82
94,8.85,1,85,8.3,8.41
3,6.0,16,65,5.2,100.0
41,7.15,5,79,7.2,53.87
87,8.86,9,86,7.0,13.45
25,9.04,65,87,6.9,77.92
70,7.17,33,84,4.7,37.5
84,9.07,6,82,8.9,11.45
21,7.36,39,85,8.6,88.44
53,5.68,2,87,8.8,48.55
90,8.26,5,84,7.7,13.51
75,7.49,43,76,5.0,37.15
54,7.41,115,65,5.5,79.41
74,7.33,39,70,4.4,37.94
88,7.97,11,79,6.1,19.08
79,5.9,15,61,6.3,35.59
67,5.74,19,68,5.3,44.59
3,7.35,41,71,5.6,100.0
100,8.58,1,78,6.6,10.76
76,6.04,45,77,6.2,44.07
98,7.52,13,86,7.2,17.2
38,6.18,111,75,6.9,100.0
79,6.13,32,70,4.9,38.93
11,8.68,118,65,8.7,100.0
8,8.23,18,78,7.3,87.07
85,9.9,2,80,8.2,7.01
97,8.32,8,84,7.8,12.61
90,8.85,3,82,8.7,9.91
52,4.82,89,79,5.2,100.0
73,6.94,22,83,5.7,33.63
81,8.83,7,72,7.6,16.05
57,7.76,71,76,5.9,65.35
89,7.73,8,75,7.6,18.12
94,8.16,3,73,6.5,14.59
63,5.78,30,75,4.3,58.05
25,5.02,1,68,6.4,85.61
95,9.21,9,78,8.0,10.38
83,8.32,5,72,6.7,17.74
67,7.42,24,72,4.9,36.6
76,5.87,38,72,6.6,43.07
41,6.03,97,70,5.9,100.0
8,7.9,57,67,6.2,100.0
76,6.36,27,73,6.7,37.0
58,8.77,80,74,7.6,58.26
6,8.46,74,77,5.3,100.0
27,8.87,83,63,8.5,86.3
75,7.19,49,75,5.4,40.62
83,9.46,8,87,8.6,10.25
40,9.0,65,65,7.2,66.57
81,7.9,9,79,7.3,20.41
72,6.71,36,80,6.2,39.91
6,5.66,32,71,4.3,100.0
9,8.35,103,66,7.7,100.0
74,6.72,45,82,5.4,41.44
61,6.8,48,65,4.6,61.65
100,9.09,3,74,8.1,8.84
36,6.8,116,86,8.8,98.2
98,8.28,12,81,8.2,13.89
58,8.85,116,69,5.7,63.02
94,9.21,9,77,8.8,10.0
20,6.61,109,60,5.9,100.0
68,6.29,27,69,4.6,43.33
31,8.29,102,80,8.1,89.6
71,7.07,37,66,5.5,40.83
77,7.17,20,67,7.0,30.87
50,4.64,98,74,7.8,100.0
76,5.92,21,75,4.2,37.63
45,6.83,30,87,5.9,65.43
0,4.63,24,87,7.4,100.0
62,7.09,40,75,6.9,53.55
82,9.45,11,83,6.7,13.51
68,7.21,46,77,4.8,43.36
68,5.57,21,65,4.3,45.78
2,5.63,118,68,4.8,100.0
1,7.27,65,61,8.7,100.0
66,6.69,27,63,6.8,42.57
100,8.02,8,71,8.8,14.06
83,8.53,2,79,6.4,15.32
88,9.25,2,73,6.8,10.97
71,7.48,34,63,4.4,38.12
100,8.65,4,86,7.1,10.08
86,8.26,8,75,8.6,16.03
0,7.81,57,70,7.6,100.0
0,8.8,66,61,5.7,100.0
77,6.96,31,68,4.2,35.96
59,8.29,27,87,6.6,40.69
20,8.19,116,85,6.4,100.0
96,8.07,7,89,8.8,12.01
15,4.65,26,78,6.6,100.0
71,6.13,12,61,6.9,37.78
74,6.35,29,77,6.9,38.2
19,9.22,40,75,4.0,74.68
43,8.61,11,89,4.3,44.05
19,6.55,74,62,5.2,100.0
50,7.7,0,67,4.6,40.04
98,7.55,14,82,7.1,17.96
61,6.12,25,83,6.7,53.77
20,9.5,11,60,4.5,60.74
79,5.57,45,81,6.6,43.82
87,9.73,14,77,6.5,12.66
20,9.18,46,83,6.7,74.89
75,6.4,35,64,6.0,41.49
5,7.73,106,79,7.2,100.0
61,6.18,28,61,6.0,57.9
95,8.1,9,86,7.7,13.96
63,6.61,38,75,5.0,55.95
86,8.12,12,73,8.1,18.55
71,6.39,32,68,6.7,42.0
93,9.99,8,72,8.8,7.38
93,7.82,11,82,6.2,17.85
81,9.85,1,88,7.6,7.57
49,5.4,119,83,8.9,96.64
25,8.82,0,87,5.8,51.95
93,9.08,10,75,8.4,11.57
36,5.15,51,70,7.6,99.44
90,8.95,7,71,7.7,12.86
8,6.97,29,75,4.0,100.0
92,8.28,10,75,7.0,16.17
51,6.07,81,85,4.7,87.44
92,8.05,3,83,7.3,13.72
45,5.44,77,84,5.7,97.52
50,5.75,80,73,4.7,92.12
70,7.16,39,83,6.6,39.06
30,7.78,96,66,4.5,99.49
51,6.75,12,83,4.7,52.26
33,5.88,114,65,5.2,100.0
30,9.27,59,60,4.5,71.96
74,5.53,32,80,4.2,43.6
89,8.73,4,77,7.8,12.33
86,8.47,0,73,8.7,12.81
0,8.9,49,72,6.0,100.0
78,5.91,44,62,4.6,45.2
17,5.91,47,66,5.1,100.0
84,9.82,4,86,6.8,8.67
19,9.47,118,75,7.1,88.85
59,7.41,13,77,8.0,40.77
95,9.91,14,81,8.4,8.54
13,6.01,111,70,6.6,100.0
47,4.55,15,78,4.9,74.06
63,6.48,27,74,6.5,51.83
35,9.37,91,80,7.0,74.06
59,5.21,98,81,8.5,88.15
30,5.18,59,68,9.0,100.0
41,5.08,26,84,7.8,80.38
2,5.14,98,74,5.4,100.0
18,8.14,68,85,4.6,98.13
50,5.23,70,64,6.9,92.48
100,9.0,8,70,6.6,12.38
33,7.12,90,78,5.5,100.0
55,8.66,118,67,7.3,66.16
91,7.61,12,77,6.9,19.55
65,6.56,10,70,5.0,38.5
62,6.47,15,82,6.4,46.28
95,9.17,5,78,6.6,10.39
76,6.87,34,75,6.7,36.47
82,8.99,9,87,6.4,14.8
58,7.1,87,88,7.5,73.26
62,7.34,28,67,4.1,48.48
92,8.95,3,86,7.4,9.59
83,8.34,4,85,6.6,15.88
33,5.73,113,88,6.8,100.0
47,8.17,107,87,7.7,74.78
22,8.97,38,61,8.9,72.97
78,6.17,34,63,5.3,40.73
84,8.2,10,70,6.6,19.82
13,4.61,70,67,5.7,100.0
15,9.49,50,86,8.9,75.7
87,9.27,8,88,7.2,10.94
69,6.51,20,60,6.4,40.11
99,9.42,0,79,8.9,5.53
84,8.8,11,72,7.6,16.39
83,9.4,2,79,7.8,10.25
42,8.31,94,69,6.0,81.58
7,5.92,33,82,5.9,100.0
46,5.16,0,88,6.9,56.57
37,5.45,99,80,8.3,100.0
64,6.61,34,69,4.9,54.22
82,9.13,6,77,8.4,12.83
92,8.75,2,87,8.5,9.1
80,9.23,8,79,6.3,15.07
70,5.54,33,61,6.5,48.4
18,5.58,27,85,5.7,100.0
76,6.43,37,60,5.5,41.91
78,7.28,10,65,5.8,27.75
93,8.81,4,70,6.1,13.25
24,8.67,72,89,4.5,86.5
85,7.98,6,74,6.1,19.16
64,6.16,42,60,4.6,61.67
45,6.96,88,76,4.7,89.81
97,9.73,2,89,7.6,4.96
97,9.91,8,70,6.6,9.24
71,7.23,24,80,4.0,34.28
99,8.98,2,89,7.0,8.09
67,6.76,33,74,6.9,42.01
91,8.64,12,82,6.8,14.82
32,4.71,87,76,6.1,100.0
91,8.71,10,81,8.1,13.02
88,9.74,13,82,8.2,10.16
47,6.22,67,65,4.1,86.99
9,8.58,13,80,8.1,78.89
63,5.71,47,76,4.1,65.76
89,7.66,12,75,6.1,20.88
75,6.41,45,82,6.9,41.68
24,5.07,36,72,5.4,100.0
16,5.93,16,67,7.8,99.47
21,6.08,79,65,7.4,100.0
65,6.96,15,64,5.4,38.53
75,6.82,24,83,4.5,33.73
78,6.32,18,82,6.3,32.56
98,9.58,1,79,8.0,6.04
99,7.73,1,88,6.2,13.09
78,7.39,19,64,4.5,30.12
54,8.58,30,82,7.9,42.97
94,7.85,8,76,6.8,16.78
42,9.39,29,69,6.8,47.21
62,5.97,45,72,6.6,64.06
38,4.81,25,63,8.1,87.69
34,7.72,99,73,5.2,94.99
74,5.79,21,81,6.4,38.38
91,8.14,10,83,7.2,15.81
97,9.9,5,78,8.6,5.8
42,5.18,2,78,7.1,64.81
96,8.53,10,86,8.9,11.45
66,6.58,12,61,4.0,39.39
37,6.11,20,68,7.0,76.03
53,9.14,82,69,8.7,58.87
39,8.92,38,66,5.0,58.88
85,8.58,2,77,6.3,14.7
18,5.38,9,84,6.1,96.72
91,9.54,7,81,6.9,9.65
81,9.58,8,76,6.3,13.47
83,9.3,2,80,8.5,10.03
16,6.02,21,72,4.9,100.0
32,7.96,13,86,6.7,60.26
88,8.08,3,88,6.1,15.08
23,6.75,87,86,4.3,100.0
86,9.26,14,72,6.1,15.9
22,4.83,13,78,5.1,99.92
62,6.5,36,78,5.9,56.32
15,6.67,12,72,8.5,90.36
89,9.71,14,81,8.5,10.28
77,6.38,49,82,6.2,42.57
35,8.07,73,83,5.9,82.63
100,9.07,3,76,9.0,7.99
95,9.61,7,87,6.4,8.4
56,8.94,66,65,7.9,53.97
79,6.24,35,74,5.0,38.84
47,8.54,55,60,7.4,61.69
77,6.35,45,75,4.4,42.43
70,5.61,10,62,6.9,40.35
20,4.61,82,68,8.0,100.0
63,7.39,41,62,6.3,53.11
64,6.91,46,66,6.5,57.09
44,8.72,10,86,5.5,42.23
48,7.8,39,66,5.0,61.21
47,8.68,10,68,7.2,41.27
21,8.38,83,75,4.4,99.03
72,6.55,33,67,4.1,41.52
83,9.11,0,70,8.7,11.28
71,6.56,27,67,5.8,40.23
95,8.52,14,81,6.3,15.6
75,5.62,35,64,6.9,44.66
8,5.17,14,72,6.5,100.0
71,6.91,47,71,4.6,44.14
61,7.29,21,66,6.6,46.19
97,7.93,2,80,8.0,12.56
49,8.93,99,89,6.3,66.52
2,8.97,103,83,6.7,100.0
96,7.92,5,84,7.1,13.9
1,7.51,19,73,4.2,100.0
87,9.43,6,87,9.0,8.33
54,7.63,100,70,4.2,76.93
98,9.98,9,75,7.5,7.88
72,7.33,24,64,4.8,35.11
16,7.31,113,74,6.1,100.0
42,9.06,56,60,4.5,62.4
20,8.85,111,65,5.1,98.25
8,6.09,88,85,8.7,100.0
75,6.4,16,77,6.7,33.46
2,5.91,116,67,8.5,100.0
87,9.83,10,84,8.8,8.34
88,7.66,3,71,8.6,16.91
10,6.86,4,79,4.1,90.54
90,8.44,8,82,7.0,14.5
12,6.83,10,70,7.6,92.31
76,5.62,42,70,4.5,46.22
72,6.79,39,68,6.8,41.45
66,5.87,15,61,5.1,44.19
73,7.01,17,83,5.7,31.72
81,9.4,14,81,6.8,15.21
75,5.73,33,84,5.4,41.79
94,9.0,13,71,7.0,14.2
68,7.04,15,60,4.6,36.65
83,9.25,14,77,6.5,15.94
26,5.6,76,81,4.2,100.0
77,7.48,45,76,4.1,36.82
65,5.68,13,70,7.0,43.45
90,8.71,7,89,8.8,10.8
87,7.89,3,85,6.1,16.6
30,8.76,47,82,7.2,69.5
75,6.28,20,61,6.5,37.38
51,8.93,26,85,5.9,41.96
82,8.37,14,82,8.7,17.98
60,5.61,49,80,4.4,69.54
94,7.98,12,81,6.6,17.11
49,6.07,91,73,7.8,93.17
33,6.38,85,69,8.8,100.0
86,9.04,13,74,6.7,15.89
71,6.45,46,73,6.0,45.95
71,6.47,35,68,6.4,42.77
44,6.95,105,69,4.9,92.54
35,7.74,30,61,6.5,70.29
83,9.07,14,79,8.6,14.82
46,8.33,35,60,8.4,55.77
69,6.93,33,69,6.4,40.84
42,4.74,99,86,7.9,100.0
93,7.98,6,81,8.0,14.35
7,5.85,99,66,4.6,100.0
87,9.99,9,83,7.1,8.84
0,7.03,61,79,6.4,100.0
2,9.33,106,88,7.9,100.0
69,6.57,26,70,4.6,40.77
28,4.98,97,75,7.0,100.0
51,7.4,105,82,8.7,78.06
100,7.77,4,78,8.0,13.5
73,7.1,41,82,4.6,38.84
17,8.96,108,75,8.0,97.38
71,7.21,28,74,6.5,35.92
68,5.9,26,67,5.6,45.34
65,5.78,25,84,5.5,45.73
16,8.92,53,86,6.0,85.21
86,8.77,13,85,8.1,14.56
79,7.22,23,68,5.4,31.22
73,7.46,37,61,4.1,38.32
63,7.42,12,78,5.9,38.77
7,6.72,32,71,7.7,100.0
70,7.35,18,72,6.1,33.2
70,6.58,30,70,6.9,40.57
57,8.15,68,65,7.1,61.46
97,8.07,0,79,7.9,11.6
21,9.35,115,81,6.4,88.23
61,7.49,22,66,6.7,45.18
49,4.58,27,63,5.7,79.86
15,8.47,48,63,5.1,92.34
68,7.11,43,61,6.0,44.89
35,8.01,93,89,6.1,89.04
81,8.35,7,84,7.1,17.31
47,6.47,96,81,8.5,90.27
2,7.47,46,75,8.2,100.0
97,8.39,7,88,8.6,10.93
73,6.33,37,76,4.9,42.19
75,5.8,19,77,4.7,37.93
96,8.54,2,77,7.6,11.1
27,8.19,32,67,7.0,74.04
9,7.93,119,60,8.1,100.0
3,4.87,14,83,6.5,100.0
6,4.88,98,79,8.6,100.0
72,5.65,42,78,4.6,47.63
1,5.3,92,83,6.1,100.0
28,6.24,0,70,7.3,69.38
33,6.76,67,65,4.2,97.2
19,9.21,70,66,8.6,85.04
19,5.09,52,76,5.8,100.0
92,9.18,5,84,7.7,9.26
22,7.06,20,88,8.7,80.76
75,6.57,38,84,6.7,38.61
53,4.86,29,77,7.9,71.54
98,8.39,3,88,6.7,11.06
95,8.36,5,89,9.0,10.31
4,6.76,76,71,6.9,100.0
22,7.87,84,65,7.6,100.0
98,9.53,11,83,6.7,9.88
74,7.38,49,68,4.5,41.07
62,6.16,30,79,7.0,55.08
67,5.83,35,61,5.9,49.93
92,9.24,14,80,7.6,12.39
88,9.48,4,76,7.7,9.58
62,6.66,42,73,5.6,58.36
85,7.94,11,79,8.0,18.67
27,8.81,15,72,8.6,58.75
73,6.59,36,78,6.0,40.32
96,7.67,2,73,9.0,13.79
63,5.56,33,76,6.1,60.6
40,7.99,55,88,4.9,70.79
97,7.75,7,70,6.9,16.83
69,6.23,18,64,6.8,40.09
3,7.91,96,86,5.2,100.0
38,8.84,106,78,6.7,78.04
16,4.54,2,81,7.4,99.72
1,6.73,19,70,6.5,100.0
98,8.85,2,83,8.2,8.4
3,5.2,66,66,5.2,100.0
60,5.72,16,83,5.7,53.45
23,7.96,44,60,7.1,86.61
32,6.38,27,82,4.4,81.85
73,7.36,23,66,4.1,33.83
15,5.35,40,84,6.3,100.0
47,9.14,17,63,8.0,40.62
17,7.35,17,83,5.8,85.05
25,6.5,60,83,6.5,100.0
4,7.85,85,86,9.0,100.0
62,6.62,22,62,5.6,51.3
22,7.42,5,70,7.8,71.82
82,8.67,1,74,8.7,13.48
20,7.35,101,70,6.6,100.0
76,6.78,44,66,6.6,41.16
54,6.99,45,73,8.8,61.77
6,5.05,20,74,5.4,100.0
10,8.45,60,71,4.6,100.0
95,9.25,7,86,8.1,8.56
97,8.43,4,75,7.8,12.02
78,6.51,23,60,5.2,36.07
72,6.38,17,72,5.0,36.81
34,5.29,76,78,5.0,100.0
65,6.2,40,63,5.4,50.62
86,9.82,9,85,6.8,9.81
83,8.9,8,82,6.8,14.78
68,5.92,25,66,4.5,45.02
80,8.88,14,80,6.7,18.15
24,8.96,87,72,5.0,90.67
63,5.53,40,63,5.2,65.53
100,7.94,8,81,8.7,13.19
70,7.26,35,80,6.4,37.8
9,4.99,35,69,6.0,100.0
88,9.98,6,81,6.1,8.72
21,4.57,31,78,6.1,100.0
79,6.43,29,67,5.4,36.95
40,8.47,15,64,8.5,50.69
65,6.45,24,74,4.5,42.96
51,8.55,111,76,5.8,70.47
34,7.09,86,72,7.8,98.5
61,6.84,24,77,6.4,49.41
74,6.5,29,79,6.5,37.52
91,7.89,13,80,6.7,18.55
41,6.48,85,74,8.6,95.29
23,6.93,27,77,7.3,86.74
9,5.98,33,88,8.6,100.0
73,6.98,10,80,6.7,29.49
88,8.36,4,73,8.7,13.91
94,9.46,12,89,6.7,10.24
74,7.16,25,75,5.9,33.83
