attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
78,9.86,8,95,9.5,14.32,Low,Consistent academic performance
13,3.05,85,41,2.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
12,2.74,111,32,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
4,4.38,96,47,0.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
75,8.74,7,84,7.5,20.71,Low,Consistent academic performance
1,3.66,46,6,1.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
80,9.28,0,89,8.7,14.31,Low,Consistent academic performance
98,9.46,7,92,9.2,4.81,Low,Consistent academic performance
96,8.75,4,97,8.4,6.75,Low,Consistent academic performance
90,9.39,6,97,8.0,9.14,Low,Consistent academic performance
46,1.89,62,42,2.1,76.58,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,8.03,4,85,7.9,19.34,Low,Consistent academic performance
58,6.73,34,58,6.3,44.47,Medium,Low attendance
85,9.01,0,100,8.2,11.32,Low,Consistent academic performance
65,5.87,10,75,4.2,37.45,Medium,Consistent academic performance
43,0.9,78,41,2.1,85.18,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
37,3.55,53,18,3.2,80.04,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
52,3.96,77,38,0.8,68.88,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
87,9.44,9,91,9.1,11.19,Low,Consistent academic performance
72,5.14,36,58,5.7,40.0,Medium,Consistent academic performance
61,7.19,17,65,4.8,38.37,Medium,Consistent academic performance
61,5.18,40,72,4.3,47.37,Medium,Consistent academic performance
61,5.02,36,71,5.4,46.68,Medium,Consistent academic performance
70,5.99,12,76,6.5,32.92,Medium,Consistent academic performance
84,7.53,0,100,7.2,15.82,Low,Consistent academic performance
66,5.39,29,66,4.2,42.15,Medium,Consistent academic performance
90,7.68,2,81,7.8,13.95,Low,Consistent academic performance
67,5.02,16,51,5.7,41.02,Medium,Consistent academic performance
70,6.08,43,54,6.5,40.08,Medium,Consistent academic performance
99,9.15,5,96,7.8,4.87,Low,Consistent academic performance
74,5.57,15,51,6.1,34.59,Medium,Consistent academic performance
94,7.54,8,97,8.0,11.28,Low,Consistent academic performance
78,9.72,5,95,7.6,15.15,Low,Consistent academic performance
9,1.9,50,26,2.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
64,6.65,10,53,5.5,37.57,Medium,Consistent academic performance
8,3.58,74,3,1.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
15,2.33,101,47,3.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
80,8.98,4,95,8.2,15.33,Low,Consistent academic performance
92,7.76,2,89,7.0,12.2,Low,Consistent academic performance
53,3.12,110,45,0.7,72.04,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,9.09,3,94,8.0,13.96,Low,Consistent academic performance
79,8.96,5,81,7.2,18.01,Low,Consistent academic performance
62,6.29,27,71,5.7,40.83,Medium,Consistent academic performance
36,4.75,44,6,0.1,78.34,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
77,7.9,1,96,8.9,18.75,Low,Consistent academic performance
84,9.11,1,96,7.7,12.49,Low,Consistent academic performance
87,9.03,6,100,8.1,11.24,Low,Consistent academic performance
66,5.24,43,72,6.9,42.95,Medium,Consistent academic performance
77,8.06,0,98,8.8,18.01,Low,Consistent academic performance
8,0.17,96,28,0.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,5.4,14,72,5.2,38.5,Medium,Consistent academic performance
66,7.39,10,52,5.0,34.62,Medium,Consistent academic performance
76,8.12,0,89,7.8,19.85,Low,Consistent academic performance
72,6.47,24,69,4.2,34.27,Medium,Consistent academic performance
20,3.31,119,32,1.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
0,4.12,30,10,0.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
86,8.45,5,89,9.2,13.5,Low,Consistent academic performance
9,0.78,91,20,1.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,5.33,27,75,6.4,40.63,Medium,Consistent academic performance
96,8.64,7,87,9.0,8.18,Low,Consistent academic performance
60,6.85,26,55,4.8,42.51,Medium,Consistent academic performance
64,5.6,22,61,4.1,42.33,Medium,Consistent academic performance
53,0.22,90,40,3.1,79.89,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
50,1.22,68,7,2.8,79.27,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
97,7.76,0,81,9.6,8.57,Low,Consistent academic performance
37,0.83,53,38,1.7,87.67,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
93,8.47,4,82,8.7,10.32,Low,Consistent academic performance
47,4.36,97,44,3.8,71.73,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
1,0.53,104,44,1.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
77,9.8,9,98,9.4,14.96,Low,Consistent academic performance
23,2.51,103,1,0.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
57,6.33,16,78,4.6,42.17,Medium,Low attendance
82,9.89,9,94,8.6,12.84,Low,Consistent academic performance
64,7.26,12,51,4.8,36.79,Medium,Consistent academic performance
58,5.66,33,71,4.4,47.03,Medium,Low attendance
86,8.05,5,98,8.4,13.91,Low,Consistent academic performance
12,3.25,115,20,1.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
86,7.67,6,99,8.0,15.03,Low,Consistent academic performance
71,5.19,23,69,4.1,38.11,Medium,Consistent academic performance
25,1.43,107,46,1.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
48,0.55,96,12,1.3,86.98,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
25,2.76,69,3,3.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
62,5.52,16,70,5.5,41.31,Medium,Consistent academic performance
26,1.73,115,15,0.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,6.25,27,71,6.6,39.14,Medium,Consistent academic performance
82,7.87,1,84,7.1,18.02,Low,Consistent academic performance
6,0.85,40,43,3.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
72,6.95,17,63,4.5,32.33,Medium,Consistent academic performance
62,5.51,15,65,4.4,42.23,Medium,Consistent academic performance
77,9.61,4,85,8.3,16.45,Low,Consistent academic performance
42,0.09,32,7,1.7,84.6,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,6.65,23,62,6.8,34.31,Medium,Consistent academic performance
49,0.53,73,2,0.9,84.5,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
84,7.7,0,95,8.9,15.05,Low,Consistent academic performance
54,3.63,70,14,3.5,68.13,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
97,7.61,4,99,7.8,8.64,Low,Consistent academic performance
71,5.85,28,56,5.4,37.88,Medium,Consistent academic performance
61,5.09,26,54,5.2,46.63,Medium,Consistent academic performance
44,0.26,79,19,2.6,88.32,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
62,6.26,26,74,4.8,40.92,Medium,Consistent academic performance
56,5.1,18,79,6.1,45.89,Medium,Low attendance
4,2.07,65,0,3.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
78,8.67,8,83,8.3,19.06,Low,Consistent academic performance
81,9.06,3,97,8.6,14.01,Low,Consistent academic performance
88,7.58,9,84,9.1,15.53,Low,Consistent academic performance
57,6.25,24,78,6.3,42.89,Medium,Low attendance
15,4.97,58,17,2.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
55,6.65,24,56,6.2,45.4,Medium,Low attendance
58,5.04,10,65,4.7,45.37,Medium,Low attendance
31,4.98,108,45,1.2,85.92,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
11,3.95,110,40,1.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
72,5.11,18,71,5.6,35.86,Medium,Consistent academic performance
45,4.32,67,20,0.3,73.88,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
67,5.39,42,58,6.0,43.55,Medium,Consistent academic performance
38,0.03,43,36,0.8,88.22,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
39,3.84,87,17,2.8,83.11,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,5.65,32,74,5.3,47.56,Medium,Low attendance
23,2.77,110,39,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
59,5.54,25,62,6.7,45.05,Medium,Low attendance
47,1.48,90,11,0.3,85.6,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
27,3.74,81,15,3.9,94.88,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,5.1,18,64,5.4,42.73,Medium,Consistent academic performance
60,7.41,25,79,4.1,38.72,Medium,Consistent academic performance
91,7.82,7,98,8.4,11.89,Low,Consistent academic performance
88,7.81,0,94,8.3,12.92,Low,Consistent academic performance
95,7.55,0,82,8.7,10.46,Low,Consistent academic performance
55,7.09,40,53,6.5,46.95,Medium,Low attendance
92,7.51,6,94,9.4,11.76,Low,Consistent academic performance
70,7.19,23,66,4.6,33.61,Medium,Consistent academic performance
98,9.15,7,99,7.8,5.45,Low,Consistent academic performance
56,6.28,11,74,5.5,42.12,Medium,Low attendance
46,1.77,113,10,3.0,84.38,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
36,3.96,112,44,3.1,83.28,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
9,2.75,67,27,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
38,0.89,75,4,1.3,93.68,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,7.33,16,69,5.4,40.48,Medium,Low attendance
73,5.88,29,56,4.9,36.89,Medium,Consistent academic performance
18,3.04,64,31,1.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
45,0.4,64,29,3.8,82.88,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
60,5.31,26,63,6.7,45.06,Medium,Consistent academic performance
36,1.25,68,31,1.3,90.7,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
88,9.38,2,93,7.1,10.43,Low,Consistent academic performance
66,5.13,20,71,6.2,39.84,Medium,Consistent academic performance
33,2.52,40,37,1.7,84.25,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
9,0.89,37,38,3.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
76,7.59,8,92,9.7,21.29,Low,Consistent academic performance
71,7.44,11,62,6.8,29.63,Low,Consistent academic performance
18,4.47,113,29,3.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
71,5.35,12,63,5.7,35.65,Medium,Consistent academic performance
45,1.16,64,38,3.0,80.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
15,4.42,80,4,1.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
58,6.19,43,68,5.0,47.18,Medium,Low attendance
97,8.96,7,94,8.4,6.59,Low,Consistent academic performance
94,9.38,1,82,9.7,6.85,Low,Consistent academic performance
36,0.96,35,13,1.3,87.95,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
81,8.01,6,82,7.8,18.94,Low,Consistent academic performance
15,2.78,108,23,2.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
88,7.54,0,97,7.2,13.76,Low,Consistent academic performance
90,8.05,3,91,9.5,11.41,Low,Consistent academic performance
32,2.08,92,16,1.2,97.49,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,9.93,1,87,9.9,6.1,Low,Consistent academic performance
74,5.56,32,58,6.0,36.83,Medium,Consistent academic performance
68,5.66,28,79,6.1,37.68,Medium,Consistent academic performance
68,5.63,27,55,6.7,39.66,Medium,Consistent academic performance
27,0.1,109,38,2.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
89,9.55,7,81,9.5,10.31,Low,Consistent academic performance
61,5.5,13,74,4.4,41.72,Medium,Consistent academic performance
61,5.08,17,72,6.6,42.64,Medium,Consistent academic performance
74,6.95,36,73,6.6,32.21,Medium,Consistent academic performance
72,5.44,33,57,5.6,38.89,Medium,Consistent academic performance
96,8.08,0,88,9.5,7.81,Low,Consistent academic performance
61,7.07,28,65,5.6,40.16,Medium,Consistent academic performance
91,8.55,0,81,8.5,10.8,Low,Consistent academic performance
56,5.05,18,58,5.4,48.47,Medium,Low attendance
73,5.16,16,75,5.4,34.42,Medium,Consistent academic performance
56,6.7,19,61,4.8,43.94,Medium,Low attendance
38,2.47,80,46,3.5,84.1,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,7.97,4,95,8.6,15.85,Low,Consistent academic performance
51,1.13,72,20,2.7,78.1,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,8.8,2,87,7.9,9.71,Low,Consistent academic performance
79,9.9,7,90,8.9,14.3,Low,Consistent academic performance
20,2.53,78,37,2.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
29,4.53,116,28,2.5,90.71,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
75,9.26,6,89,9.2,17.91,Low,Consistent academic performance
44,4.34,58,1,2.8,73.8,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
44,2.08,49,20,1.3,78.21,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
34,4.0,74,43,3.1,82.63,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,5.04,16,61,4.8,48.91,Medium,Low attendance
65,5.8,15,74,6.9,37.25,Medium,Consistent academic performance
79,7.75,8,81,9.1,20.5,Low,Consistent academic performance
95,9.48,1,88,7.0,6.83,Low,Consistent academic performance
68,7.18,26,53,4.9,36.51,Medium,Consistent academic performance
67,7.36,15,69,4.1,33.65,Medium,Consistent academic performance
63,5.13,21,79,6.4,41.14,Medium,Consistent academic performance
73,7.45,14,58,6.8,29.3,Low,Consistent academic performance
74,5.12,30,50,6.4,38.21,Medium,Consistent academic performance
69,6.14,35,69,6.0,37.98,Medium,Consistent academic performance
7,2.14,52,29,2.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
80,9.71,5,81,9.5,14.53,Low,Consistent academic performance
16,1.8,51,37,3.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
23,1.4,59,5,0.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
40,4.54,73,30,3.6,75.91,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
86,8.24,0,100,7.6,12.83,Low,Consistent academic performance
62,6.33,43,57,4.7,45.29,Medium,Consistent academic performance
22,2.11,82,48,1.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
60,5.5,35,75,6.4,44.96,Medium,Consistent academic performance
94,9.68,9,92,7.3,7.75,Low,Consistent academic performance
46,0.73,54,49,4.0,77.15,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
22,4.29,67,29,3.9,95.62,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
58,7.26,43,65,5.5,44.18,Medium,Low attendance
13,2.46,97,0,2.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,8.68,8,82,8.9,16.57,Low,Consistent academic performance
62,5.25,13,56,6.6,42.38,Medium,Consistent academic performance
38,3.89,62,32,1.3,79.01,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
68,5.85,25,77,4.4,37.75,Medium,Consistent academic performance
5,2.52,44,43,4.0,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
68,5.13,13,75,6.4,36.83,Medium,Consistent academic performance
77,9.27,5,88,8.0,17.27,Low,Consistent academic performance
90,7.83,4,100,9.6,11.15,Low,Consistent academic performance
4,2.49,47,20,2.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
84,8.33,8,87,8.5,15.92,Low,Consistent academic performance
55,7.42,43,60,4.5,46.79,Medium,Low attendance
96,7.6,7,94,9.6,9.32,Low,Consistent academic performance
67,5.59,13,73,4.6,37.38,Medium,Consistent academic performance
69,6.61,15,52,4.8,35.71,Medium,Consistent academic performance
64,5.82,38,69,6.2,42.52,Medium,Consistent academic performance
3,4.19,74,15,2.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,6.65,33,76,5.5,44.53,Medium,Low attendance
61,7.06,41,55,6.9,42.69,Medium,Consistent academic performance
81,8.49,7,93,8.4,16.54,Low,Consistent academic performance
17,3.0,80,44,3.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
84,8.65,5,85,7.1,15.61,Low,Consistent academic performance
67,6.15,18,57,6.7,37.25,Medium,Consistent academic performance
97,9.86,7,80,7.3,6.66,Low,Consistent academic performance
88,8.93,7,98,7.6,11.5,Low,Consistent academic performance
71,5.82,28,76,6.9,35.21,Medium,Consistent academic performance
32,3.47,58,42,0.3,85.32,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
62,7.34,22,75,4.4,37.32,Medium,Consistent academic performance
91,8.09,4,82,8.8,12.19,Low,Consistent academic performance
76,8.98,7,96,7.6,18.29,Low,Consistent academic performance
83,8.3,8,100,8.4,15.35,Low,Consistent academic performance
70,5.17,34,75,4.5,39.84,Medium,Consistent academic performance
14,3.23,94,4,2.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
67,6.76,24,55,7.0,36.7,Medium,Consistent academic performance
95,8.53,1,82,8.7,8.57,Low,Consistent academic performance
95,9.67,5,100,8.7,5.06,Low,Consistent academic performance
17,0.27,89,20,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
99,8.98,5,91,8.8,5.19,Low,Consistent academic performance
19,1.56,87,2,2.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,5.74,28,79,4.4,41.67,Medium,Consistent academic performance
58,6.27,36,63,6.6,45.47,Medium,Low attendance
92,7.79,2,85,8.6,11.77,Low,Consistent academic performance
51,4.25,108,12,3.7,72.09,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
56,5.86,43,57,4.7,50.79,Medium,Low attendance
85,9.94,5,99,7.6,10.43,Low,Consistent academic performance
62,6.18,26,69,5.6,41.21,Medium,Consistent academic performance
91,8.3,2,94,7.4,10.9,Low,Consistent academic performance
50,2.97,87,8,3.4,76.77,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
27,0.92,31,35,2.3,95.12,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
83,9.15,1,94,9.8,12.07,Low,Consistent academic performance
68,5.06,23,65,6.0,39.88,Medium,Consistent academic performance
18,0.7,66,42,3.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
58,7.28,27,74,5.5,40.56,Medium,Low attendance
100,9.04,3,94,8.2,4.23,Low,Consistent academic performance
96,8.81,1,93,8.9,6.28,Low,Consistent academic performance
70,5.92,37,74,5.3,38.07,Medium,Consistent academic performance
40,3.82,72,0,1.7,82.02,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
70,6.32,31,67,6.1,36.36,Medium,Consistent academic performance
72,7.46,43,56,6.5,35.06,Medium,Consistent academic performance
6,2.48,81,14,2.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
68,6.18,19,66,6.6,35.84,Medium,Consistent academic performance
67,6.06,16,65,4.8,37.35,Medium,Consistent academic performance
96,7.75,8,96,7.5,10.02,Low,Consistent academic performance
81,8.59,3,91,7.6,16.25,Low,Consistent academic performance
99,7.54,6,87,9.2,8.5,Low,Consistent academic performance
56,6.14,27,73,4.7,45.69,Medium,Low attendance
41,0.64,43,47,3.5,80.75,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
11,0.16,84,27,0.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
78,8.61,0,96,9.9,15.74,Low,Consistent academic performance
79,9.58,1,82,9.0,14.85,Low,Consistent academic performance
89,8.29,8,85,7.4,13.95,Low,Consistent academic performance
13,1.77,54,35,2.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
72,6.7,10,59,5.5,31.69,Medium,Consistent academic performance
23,1.97,56,39,2.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
6,1.82,34,33,3.0,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
73,6.21,33,60,4.4,36.59,Medium,Consistent academic performance
67,5.41,29,50,4.7,42.77,Medium,Consistent academic performance
62,6.45,30,74,4.8,41.04,Medium,Consistent academic performance
9,2.79,58,15,0.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
68,6.25,30,66,4.6,38.53,Medium,Consistent academic performance
40,3.53,74,48,3.2,77.75,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,5.29,15,75,4.7,46.69,Medium,Low attendance
47,3.49,66,30,0.8,73.3,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
80,9.17,3,92,8.3,14.95,Low,Consistent academic performance
56,6.26,12,58,6.1,43.66,Medium,Low attendance
41,3.16,102,19,3.6,83.34,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
28,3.93,90,4,2.8,96.15,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
41,1.7,91,38,0.1,87.84,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
21,1.76,99,31,0.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
38,3.29,60,11,0.7,83.04,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
77,8.99,4,90,9.3,16.97,Low,Consistent academic performance
96,8.14,6,90,8.9,8.79,Low,Consistent academic performance
95,8.0,3,89,8.5,9.44,Low,Consistent academic performance
78,7.77,8,95,9.0,19.71,Low,Consistent academic performance
63,7.31,28,63,4.6,38.86,Medium,Consistent academic performance
79,8.14,8,94,8.7,18.45,Low,Consistent academic performance
69,6.19,43,57,5.4,40.68,Medium,Consistent academic performance
50,2.75,115,19,0.5,78.28,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
49,4.69,43,30,2.0,63.59,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
59,5.26,14,78,5.7,42.92,Medium,Low attendance
31,2.55,48,21,3.8,88.22,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
71,6.08,27,68,4.6,36.3,Medium,Consistent academic performance
70,6.18,27,65,7.0,35.79,Medium,Consistent academic performance
33,4.55,114,2,1.8,89.24,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
60,7.4,27,78,5.7,38.37,Medium,Consistent academic performance
74,6.28,28,73,4.9,33.42,Medium,Consistent academic performance
44,0.46,59,23,2.4,84.06,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
91,8.74,1,98,9.9,8.16,Low,Consistent academic performance
14,2.94,116,3,2.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,6.62,20,72,4.0,36.85,Medium,Consistent academic performance
62,5.73,27,68,4.2,43.38,Medium,Consistent academic performance
81,7.7,1,97,7.0,17.7,Low,Consistent academic performance
74,5.54,44,72,5.3,37.86,Medium,Consistent academic performance
73,5.64,29,72,4.9,35.93,Medium,Consistent academic performance
61,5.14,15,77,6.6,41.65,Medium,Consistent academic performance
67,6.56,18,60,6.9,35.79,Medium,Consistent academic performance
1,3.4,79,34,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
30,0.86,57,31,0.9,97.08,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
85,9.86,0,84,9.1,10.5,Low,Consistent academic performance
58,6.65,22,68,6.2,41.73,Medium,Low attendance
10,4.46,61,49,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,5.35,26,71,5.2,42.09,Medium,Consistent academic performance
78,9.35,7,93,9.7,15.54,Low,Consistent academic performance
88,8.92,5,88,8.7,11.66,Low,Consistent academic performance
100,8.25,7,83,7.4,7.97,Low,Consistent academic performance
59,7.0,36,57,6.5,43.33,Medium,Low attendance
63,7.09,17,64,6.3,36.71,Medium,Consistent academic performance
61,6.41,28,74,4.4,41.67,Medium,Consistent academic performance
65,7.37,32,52,6.0,38.46,Medium,Consistent academic performance
42,2.56,115,49,1.6,82.32,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
74,5.48,19,62,6.9,34.03,Medium,Consistent academic performance
30,3.33,96,20,0.1,95.65,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
14,2.35,99,6,0.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
81,7.54,9,91,7.3,19.91,Low,Consistent academic performance
88,9.02,3,91,9.3,10.48,Low,Consistent academic performance
74,5.65,43,56,6.1,38.58,Medium,Consistent academic performance
75,9.43,7,80,7.1,19.61,Low,Consistent academic performance
75,9.66,9,89,8.3,17.82,Low,Consistent academic performance
62,5.42,33,66,6.3,44.44,Medium,Consistent academic performance
80,9.3,4,94,7.3,15.13,Low,Consistent academic performance
95,8.25,1,96,7.8,8.23,Low,Consistent academic performance
18,4.82,43,14,2.1,97.86,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
63,6.86,22,76,4.2,38.01,Medium,Consistent academic performance
89,8.45,8,92,9.2,12.01,Low,Consistent academic performance
62,6.92,28,77,6.3,38.33,Medium,Consistent academic performance
6,3.97,43,45,0.8,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
74,6.47,14,79,4.2,30.35,Medium,Consistent academic performance
15,4.37,35,30,2.9,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
77,9.09,9,97,9.0,17.02,Low,Consistent academic performance
64,7.15,12,54,5.3,36.55,Medium,Consistent academic performance
98,9.82,4,83,9.9,4.13,Low,Consistent academic performance
73,5.05,15,58,5.2,36.36,Medium,Consistent academic performance
60,6.03,43,73,6.2,45.12,Medium,Consistent academic performance
5,2.82,49,20,1.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
